index,prediction,ground_truth
11148,its a ring,ring
11149,yes,yes
11150,green,green
11151,theyre green,green
11152,red,red
11154,yes,yes
11160,yes,yes
11163,honey roasted peanuts,honey
11165,yes,yes
11167,yes,yes
11168,yes,yes
11169,it is yellow,yellow
11170,silver,silver
11172,yes,yes
11175,yes,yes
11177,yes,yes
11180,it is a round bottle,round
11183,yes,yes
11184,blue,blue
11187,the raspberries are a deep red,red
11189,yes,yes
11192,yes,yes
11195,yes,yes
11197,yes,yes
11199,almonds,almonds
11201,the packaging is peach tea drink mix,peach
11204,red,red
11206,white,white
11208,yes,yes
11210,cranberry juice is a clear bright red color,red
11211,yes,yes
11218,yes,yes
11222,the jar is clear,clear
11227,yes,yes
11229,the bags main color is white,white
11231,yes,yes
11232,yes,yes
11235,the food is brown,brown
11237,yes,yes
11242,yes,yes
11245,green red yellow orange purple,green
11247,chicken,chicken
11250,yes,yes
11251,yes,yes
11252,yes,yes
11253,yes,yes
11254,green,green
11256,365 organic string cheese,cheese
11264,yes,yes
11268,white,white
11271,white,white
11272,white,white
11274,yes,yes
11275,yes,yes
11278,the cow,cow
11279,yes,yes
11280,yes,yes
11281,yes,yes
11288,yes,yes
11291,brown,brown
11293,they are green,green
11296,yes,yes
11298,red,red
11302,yes,yes
11306,blueberries are a deep rich blue color,blue
11307,yes,yes
11308,white,white
11311,yes,yes
11313,plantbased breakfast patties,breakfast
11316,yes,yes
11317,green,green
11318,yes,yes
11322,yes,yes
11323,yes,yes
11324,yes,yes
11326,yes,yes
11329,white red and black,black
11331,yes,yes
11335,bag is rectangular,rectangular
11337,green,green
11339,vanilla sandwich crumbs,vanilla
11342,medium brown,brown
11343,yes,yes
11345,its white,white
11346,they are brown,brown
11351,yes,yes
11353,cashews,cashews
11354,yes,yes
11355,yes,yes
11357,mint flavored matcha green tea powder,green
11359,yes,yes
11360,yes,yes
11363,the package color is white,white
11364,green,green
11366,yes,yes
11370,yes,yes
11374,green,green
11375,yes,yes
11377,100 recycled cardboard,cardboard
11378,chicken,chicken
11381,yes,yes
11384,blue,blue
11385,red,red
11388,the teapot is a bright yellow,yellow
11398,extra large brown grade a eggs,brown
11401,broccoli slaw,broccoli
11402,fresh mozzarella cheese is a white cheese with,white
11409,roasted and unsalted almonds,almonds
11411,they are red,red
11412,it is brown,brown
11413,they are rectangular,rectangular
11415,they are dark brown,brown
11416,its brown,brown
11417,yes,yes
11421,yes,yes
11422,brown,brown
11424,yes,yes
11427,yes,yes
11431,yes,yes
11433,orange,orange
11434,red,red
11436,yes,yes
11439,cinnamon,cinnamon
11441,yes,yes
11443,yellow,yellow
11444,blueberry and chocolate chip mini muffins,chocolate
11446,yes,yes
11449,yes,yes
11451,white,white
11453,wild caught key west pink shrimp,pink
11459,the background is white,white
11461,yes,yes
11462,red,red
11464,black pepper,black
11465,green,green
11466,yes,yes
11468,grapefruit,grapefruit
11471,red,red
11472,yes,yes
11473,yes,yes
11475,green tea powder,green
11476,its white,white
11479,yes,yes
11480,green,green
11481,yes,yes
11482,the packaging is white,white
11483,the container is clear,clear
11486,ham and brie,ham
11487,red green yellow orange purple,purple
11489,the container is a round shape,round
11492,yes,yes
11493,yes,yes
11495,green,green
11497,yes,yes
11499,they are round,round
11500,large brown grade a eggs,brown
11501,yes,yes
11502,brown,brown
11504,green,green
11505,the wrapper is white,white
11516,green,green
11517,its green,green
11525,yes,yes
11526,the container is brown,brown
11530,caesar dressing,caesar
11533,yes,yes
11535,yes,yes
11536,yellow,yellow
11537,yes,yes
11541,yes,yes
11544,blue,blue
11546,they are white,white
11548,asparagus is a vegetable that is green,green
11560,round,round
11564,yes,yes
11567,white,white
11568,yes,yes
11569,string cheese,cheese
11571,365 organic beef broth,beef
11574,yes,yes
11578,yes,yes
11579,yes,yes
11580,yes,yes
11581,green,green
11582,they are green,green
11584,yes,yes
11586,dark chocolate,chocolate
11589,purple,purple
11593,green,green
11594,red,red
11595,its green,green
11597,liquid capsules,liquid
11598,yes,yes
11599,red,red
11600,yes,yes
11601,banana,banana
11602,orange,orange
11603,yes,yes
11604,yes,yes
11605,yes,yes
11607,green,green
11610,yes,yes
11612,yes,yes
11618,candy cane pretzels,candy
11621,turkey breast,turkey
11623,chopped pecans,pecans
11633,they are round,round
11634,the wrap filling is orange,orange
11636,red,red
11639,yes,yes
11640,blue,blue
11651,apple cinnamon,apple
11652,pepperoni,pepperoni
11654,cauliflower,cauliflower
11655,glass,glass
11657,brown,brown
11658,yes,yes
11662,yes,yes
11667,yes,yes
11668,yes,yes
11670,yes,yes
11671,yes,yes
11673,yes,yes
11674,almonds,almonds
11675,yes,yes
11676,classic chocolate cake mix,chocolate
11677,its brown,brown
11678,yes,yes
11684,banana,banana
11688,wickedly prime cashews,cashews
11689,turkey breast,turkey
11690,black,black
11691,green,green
11692,yes,yes
11693,green,green
11694,blue,blue
11695,plain,plain
11696,yes,yes
11697,the bag is white,white
11701,fresh mangoes are yellow,yellow
11703,yes,yes
11705,yes,yes
11706,green,green
11709,yes,yes
11710,the container is white,white
11711,365 veggie dogs,dogs
11714,the container is a round shape,round
11716,green,green
11717,the bottle is white,white
11719,365 almond extract,extract
11722,chocolate,chocolate
11723,green,green
11726,yes,yes
11728,yes,yes
11729,yes,yes
11730,yes,yes
11737,yes,yes
11746,yes,yes
11749,yes,yes
11750,yes,yes
11751,yes,yes
11754,yes,yes
11755,its a square,square
11757,yellow,yellow
11762,yes,yes
11766,acacia fiber powder,powder
11767,yes,yes
11769,yes,yes
11773,red,red
11774,yes,yes
11778,yes,yes
11781,yellow,yellow
11786,white vinegar,white
11788,yes,yes
11790,yes,yes
11796,yes,yes
11798,orange,orange
11801,yes,yes
11802,yes,yes
11808,white,white
11809,purple sweet potato with zaatar soup,purple
11810,yes,yes
11817,yes,yes
11818,berry blend,berry
11819,yes,yes
11820,taco shells,shells
11821,they are round,round
11823,yes,yes
11827,yes,yes
11828,orange,orange
11830,they are white,white
11831,yes,yes
11832,yes,yes
11836,yes,yes
11840,yes,yes
11841,yes,yes
11842,green,green
11843,yes,yes
11845,yes,yes
11848,yes,yes
11850,yes,yes
11855,the crackers are round,round
11861,yes,yes
11864,the bags main color is green,green
11867,yes,yes
11868,its a square,square
11869,the spice is brown,brown
11870,yes,yes
11871,its a rectangular box,rectangular
11872,they are brown,brown
11873,brown sugar,brown
11875,yes,yes
11877,the background is white,white
11879,yes,yes
11884,yes,yes
11886,orange,orange
11887,yes,yes
11891,yes,yes
11892,yellow,yellow
11895,they are round,round
11896,yellow,yellow
11900,blue,blue
11901,green,green
11905,carrots are a color of red orange,orange
11906,black pepper,black
11909,yes,yes
11910,red,red
11911,organic blueberry fat free yogurt,blueberry
11913,yes,yes
11915,yes,yes
11916,intense black tea,black
11917,its a round container,round
11918,yes,yes
11921,orange,orange
11923,white,white
11925,blackberries,blackberries
11926,vedika rice,rice
11929,yes,yes
11931,vanilla sandwich crèmes,vanilla
11934,green,green
11937,yes,yes
11939,yes,yes
11940,large brown grade a eggs,brown
11942,yes,yes
11943,yes,yes
11944,its green,green
11946,cashews,cashews
11952,red,red
11953,white,white
11956,yes,yes
11959,yes,yes
11962,yes,yes
11964,yes,yes
11968,yes,yes
11969,white,white
11972,yes,yes
11980,giraffe,giraffe
11982,coffee ice cream,coffee
11984,yes,yes
11986,its white,white
11988,yes,yes
11995,red,red
12004,the package is white,white
12009,yes,yes
12010,green,green
12015,yes,yes
12018,yes,yes
12019,yes,yes
12022,cans,cans
12023,yes,yes
12026,ghost pepper,ghost
12028,yes,yes
12030,red,red
12031,the container is round,round
12038,maple sugar,maple
12039,yes,yes
12040,the package is white,white
12042,bread,bread
12045,yes,yes
12048,chicken breast fillets,chicken
12049,the cap is black,black
12051,its brown,brown
12053,yes,yes
12054,the writing is blue,blue
12055,yes,yes
12056,yes,yes
12060,whole almonds,almonds
12061,happy belly roasted and salted almonds,almonds
12062,yes,yes
12063,red wine vinegar,red
12065,black,black
12069,yes,yes
12071,the box border is blue,blue
12073,the formula is based on the formula of the milk,milk
12074,yes,yes
12076,its clear,clear
12078,white,white
12081,yes,yes
12082,yes,yes
12086,strawberries are red,red
12090,white,white
12092,yes,yes
12094,vanilla,vanilla
12095,green,green
12099,the cap is white,white
12107,english muffins,muffins
12108,black sesame,black
12109,organic pasta,pasta
12112,green,green
12113,yes,yes
12114,yes,yes
12115,white,white
12117,the crackers are square,square
12118,roasted almonds,almonds
12120,glass,glass
12123,yes,yes
12124,yes,yes
12128,yes,yes
12129,yes,yes
12130,the pickles are sliced,sliced
12133,red,red
12134,happy belly mixed nuts,nuts
12136,orange,orange
12137,yes,yes
12138,strawberry guava,strawberry
12144,the cat,cat
12148,yes,yes
12151,white,white
12153,yes,yes
12154,yes,yes
12156,corn tortillas,corn
12158,savory chicken breakfast sausage,sausage
12161,strawberries are red,red
12162,paprika is a red spice that is used in,red
12163,large brown grade a eggs,brown
12164,black,black
12166,cream of mushroom,mushroom
12169,yes,yes
12170,strawberry,strawberry
12172,aluminium foil,foil
12173,yes,yes
12175,cashews,cashews
12181,mint green,green
12183,plain,plain
12186,black,black
12187,red,red
12188,red,red
12190,its blue,blue
12193,yes,yes
12195,white,white
12197,yes,yes
12201,the cookies are round,round
12202,yes,yes
12203,yes,yes
12208,black,black
12210,yes,yes
12213,white,white
12214,yes,yes
12215,white,white
12219,white,white
12225,yes,yes
12226,buffalo wing almonds,buffalo
12228,yes,yes
12229,vanilla wafers,vanilla
12235,its yellow,yellow
12237,green,green
12239,white,white
12242,yes,yes
12243,green,green
12244,yes,yes
12249,baby kale is a dark green leafy vegetable that,green
12250,yes,yes
12251,green beans,green
12252,its a dark green,green
12253,yes,yes
12255,orange drink mix,orange
12258,the beans are green,green
12259,its pink,pink
12260,red,red
12263,yes,yes
12264,yes,yes
12267,black,black
12268,yes,yes
12270,they are orange,orange
12271,fresh mango chunks are yellow,yellow
12273,yes,yes
12275,dark chocolate with almonds,dark
12276,tortilla chips,chips
12279,yes,yes
12282,orange,orange
12283,yes,yes
12286,the box is brown,brown
12299,it is white,white
12305,its a square,square
12312,pretzel twists unsalted organic 1,pretzel
12313,yes,yes
12314,its a red sauce,red
12315,yes,yes
12316,yes,yes
12317,yes,yes
12319,the lid is red,red
12322,yes,yes
12332,white sugar,white
12334,yes,yes
12336,yes,yes
12337,brown,brown
12339,yes,yes
12341,its white,white
12344,yes,yes
12349,yes,yes
12350,white,white
12356,crackers,crackers
12357,its a dark green,green
12359,yes,yes
12362,yes,yes
12363,yes,yes
12366,365 organic chicken noodle soup,soup
12367,green,green
12368,yes,yes
12369,coconut water,coconut
12371,red,red
12375,yes,yes
12377,cracked pepper,pepper
12380,yes,yes
12384,yes,yes
12386,yes,yes
12387,pink,pink
12392,yes,yes
12394,organic raspberry yogurt,raspberry
12395,yes,yes
12407,yes,yes
12409,red,red
12412,almonds,almonds
12421,yes,yes
12425,snickerdoodle,snickerdoodle
12428,yes,yes
12429,yellow,yellow
12430,the packaging is white,white
12431,yes,yes
12435,yes,yes
12436,the packaging is white,white
12437,yes,yes
12443,maple and spice,maple
12444,green,green
12445,yes,yes
12446,yes,yes
12447,red,red
12449,banana chips,banana
12450,green,green
12451,blueberry,blueberry
12453,blue,blue
12454,yes,yes
12455,yes,yes
12458,its red,red
12460,yes,yes
12461,yes,yes
12464,yes,yes
12467,its brown,brown
12468,brown,brown
12469,yes,yes
12471,yes,yes
12475,black olives,black
12478,yellow,yellow
12482,white,white
12484,yes,yes
12485,its brown,brown
12487,yes,yes
12488,glass,glass
12491,orange blossom shortbread cookies,orange
12493,the cap is white,white
12499,white cheddar shells and cheese,white
12503,white,white
12506,black,black
12507,black,black
12508,yes,yes
12509,black,black
12510,yes,yes
12512,black,black
12514,yes,yes
12515,yes,yes
12516,pink,pink
12517,yes,yes
12518,brown,brown
12519,yes,yes
12520,yes,yes
12521,black,black
12522,yes,yes
12524,black,black
12525,black,black
12527,yes,yes
12528,blue,blue
12530,yes,yes
12532,yes,yes
12533,round,round
12534,blue,blue
12535,its a star,star
12537,yes,yes
12539,yes,yes
12540,silver,silver
12542,yes,yes
12543,black,black
12545,yes,yes
12546,the pattern is a leopard print,leopard
12547,beige,beige
12548,yes,yes
12549,yes,yes
12551,black,black
12552,beige,beige
12553,this is a bucket bag,bucket
12555,red,red
12556,its a bucket bag,bucket
12559,yes,yes
12560,yes,yes
12561,yes,yes
12562,black,black
12563,yes,yes
12564,black,black
12565,yes,yes
12566,yes,yes
12567,black,black
12569,black,black
12570,yes,yes
12571,velvet,velvet
12572,yes,yes
12574,gold,gold
12575,yes,yes
12576,leather,leather
12577,it is a circle,circle
12578,yes,yes
12579,blue and white,blue
12580,yes,yes
12581,black,black
12582,yes,yes
12584,black,black
12585,black,black
12586,yes,yes
12587,yes,yes
12589,the knob is a round knob,round
12593,yes,yes
12594,black,black
12595,yes,yes
12602,yes,yes
12607,yes,yes
12608,the handle is a round knob with a black finish,round
12609,black,black
12611,yes,yes
12613,black,black
12614,yes,yes
12615,white,white
12617,rectangular,rectangular
12618,the knob is a round knob with a braid,round
12619,yes,yes
12622,yes,yes
12623,yes,yes
12625,yes,yes
12626,black,black
12627,black,black
12630,the handle is a round knob,round
12631,rectangular,rectangular
12632,black,black
12636,black,black
12637,yes,yes
12638,black,black
12639,yes,yes
12640,yes,yes
12641,yes,yes
12642,black,black
12644,yes,yes
12648,black,black
12650,black,black
12652,yes,yes
12654,yes,yes
12655,black,black
12656,black,black
12661,black,black
12664,yes,yes
12665,black,black
12668,yes,yes
12670,yes,yes
12671,round,round
12672,black,black
12674,black,black
12675,yes,yes
12676,black,black
12678,yes,yes
12680,yes,yes
12681,yes,yes
12682,yes,yes
12683,the ends are yellow,yellow
12685,black,black
12687,yes,yes
12689,yes,yes
12691,yes,yes
12692,black,black
12693,yes,yes
12694,black,black
12695,yes,yes
12696,yes,yes
12698,black,black
12700,the knob is a round knob,round
12701,yes,yes
12702,yes,yes
12703,yes,yes
12706,the handle is a round knob,round
12707,yes,yes
12708,yes,yes
12709,yes,yes
12710,black,black
12711,the handle is a round knob,round
12712,yes,yes
12714,black,black
12715,yes,yes
12718,silver,silver
12719,the knob is a round knob,round
12722,yes,yes
12724,yes,yes
12725,yes,yes
12726,yes,yes
12727,yes,yes
12729,yes,yes
12730,yes,yes
12731,black,black
12733,black,black
12735,yes,yes
12736,yes,yes
12738,yes,yes
12739,the handle is a square bar with a square head,square
12741,yes,yes
12742,black,black
12744,yes,yes
12746,round,round
12747,black,black
12752,the knob is a round knob,round
12754,black,black
12757,black,black
12758,yes,yes
12759,the knob is a round knob,round
12760,black,black
12762,black,black
12763,yes,yes
12764,yes,yes
12765,the handle is a round knob,round
12766,the knob is a round knob,round
12767,white,white
12768,yes,yes
12769,square,square
12770,yes,yes
12771,yes,yes
12773,rectangular,rectangular
12774,black,black
12775,yes,yes
12776,round,round
12778,black,black
12786,black,black
12788,black,black
12793,yes,yes
12794,yes,yes
12795,square,square
12796,yes,yes
12798,yes,yes
12800,yes,yes
12801,yes,yes
12802,the doorknob is a round knob with a,round
12804,green,green
12806,yes,yes
12810,yes,yes
12811,white,white
12812,yes,yes
12814,its a square,square
12817,yes,yes
12823,yes,yes
12825,yes,yes
12829,yes,yes
12837,yellow,yellow
12840,yes,yes
12844,yes,yes
12845,orange,orange
12846,yes,yes
12856,yes,yes
12859,black,black
12862,blue,blue
12865,blue,blue
12866,green,green
12867,they are red,red
12871,black,black
12872,yes,yes
12874,white,white
12875,yes,yes
12877,the bottles are red,red
12878,yes,yes
12881,yes,yes
12884,white,white
12886,white,white
12887,red,red
12889,yes,yes
12892,green,green
12893,yes,yes
12895,yes,yes
12898,yes,yes
12900,yes,yes
12907,yellow,yellow
12910,yes,yes
12912,yes,yes
12913,yes,yes
12917,yes,yes
12920,yes,yes
12921,yes,yes
12923,its yellow,yellow
12924,yes,yes
12925,black,black
12926,black,black
12927,yes,yes
12928,yes,yes
12929,red,red
12930,black,black
12931,yes,yes
12933,black,black
12934,black,black
12935,yes,yes
12936,yes,yes
12937,white,white
12938,yes,yes
12940,blue,blue
12942,black,black
12943,beige,beige
12944,yes,yes
12947,yes,yes
12948,yes,yes
12950,orange,orange
12951,black,black
12952,yes,yes
12953,yes,yes
12954,black,black
12956,the dresser is a dark brown,brown
12958,yes,yes
12959,its a dark green,green
12960,yellow,yellow
12964,silver,silver
12967,yes,yes
12968,black,black
12969,black,black
12970,black,black
12971,black,black
12972,yes,yes
12973,black,black
12974,round,round
12975,round,round
12977,black,black
12978,black,black
12982,yes,yes
12984,yes,yes
12985,brown,brown
12987,black,black
12988,white,white
12989,white,white
12991,white,white
12993,the pretzels are brown,brown
12994,yes,yes
12995,black,black
12996,yes,yes
12998,white,white
12999,yes,yes
13000,black,black
13002,yes,yes
13003,yellow,yellow
13004,black,black
13006,yes,yes
13007,yes,yes
13009,yes,yes
13011,red,red
13012,yes,yes
13016,yes,yes
13018,black,black
13020,yes,yes
13021,chocolate,chocolate
13023,black,black
13024,grey,grey
13027,yes,yes
13029,black,black
13031,white,white
13033,black,black
13035,yellow,yellow
13036,brown,brown
13037,clear glass,glass
13038,yes,yes
13039,its a square,square
13040,white,white
13041,metal,metal
13042,white,white
13043,black,black
13046,round,round
13047,black,black
13048,round,round
13050,yes,yes
13051,yes,yes
13053,black,black
13057,yes,yes
13058,yes,yes
13059,its green,green
13060,red,red
13061,white,white
13062,laptop,laptop
13063,yes,yes
13064,yes,yes
13065,yes,yes
13066,yes,yes
13067,beige,beige
13069,yes,yes
13070,black,black
13071,the cartridge holder is a rectangular shape,rectangular
13072,black,black
13076,black,black
13077,blue,blue
13079,black,black
13080,orange,orange
13082,pink,pink
13084,black,black
13085,black,black
13086,yes,yes
13087,yes,yes
13088,white,white
13089,red,red
13091,brown,brown
13092,blue,blue
13094,yes,yes
13095,silver,silver
13096,yes,yes
13097,black,black
13098,black,black
13099,yes,yes
13100,red,red
13101,yes,yes
13102,moose,moose
13103,the package is white,white
13107,black,black
13108,yes,yes
13109,yes,yes
13110,leather,leather
13111,black,black
13112,black,black
13113,yes,yes
13114,yes,yes
13117,they are made of plastic,plastic
13119,yes,yes
13120,gray,gray
13121,cube,cube
13123,yes,yes
13124,yes,yes
13125,blue,blue
13126,black,black
13127,yes,yes
13128,blue,blue
13130,gray,gray
13132,black,black
13135,yes,yes
13136,black,black
13137,wood,wood
13138,gray,gray
13139,yes,yes
13140,black,black
13141,white,white
13143,white,white
13149,black,black
13152,red,red
13153,black,black
13154,yes,yes
13155,white,white
13156,they are silver,silver
13159,yes,yes
13162,yes,yes
13163,black,black
13164,its a light gray,gray
13166,yes,yes
13167,black,black
13169,yes,yes
13170,black,black
13171,white,white
13172,they are white,white
13173,yes,yes
13174,yes,yes
13175,blue,blue
13176,black,black
13177,white,white
13178,black,black
13179,it is a square shape,square
13180,yes,yes
13181,yes,yes
13182,black,black
13184,yes,yes
13185,white,white
13186,round,round
13187,its brown,brown
13189,blue,blue
13191,silver,silver
13192,yes,yes
13193,purple,purple
13194,white,white
13195,yes,yes
13196,yes,yes
13197,yes,yes
13198,yes,yes
13199,black,black
13201,the pattern is a leopard print,leopard
13202,black,black
13205,silver,silver
13206,black,black
13209,white,white
13210,yes,yes
13213,its a dark purple,purple
13214,gray,gray
13215,white,white
13216,yes,yes
13220,yes,yes
13221,yes,yes
13222,the contents are brown,brown
13223,white,white
13224,black,black
13225,black,black
13226,black,black
13228,black,black
13229,black,black
13230,yes,yes
13231,black,black
13234,white,white
13235,yes,yes
13238,yes,yes
13241,glass,glass
13242,blue,blue
13243,purple,purple
13245,white,white
13246,mango,mango
13247,red,red
13248,black,black
13250,blue,blue
13251,a wolf,wolf
13252,pink lemonade drink mix,pink
13254,green,green
13255,black,black
13258,black,black
13259,blue,blue
13261,green,green
13266,white,white
13267,green tea powder,green
13268,green,green
13270,brown,brown
13271,black,black
13273,black,black
13275,yes,yes
13279,white,white
13280,white,white
13281,brown,brown
13282,black,black
13284,black,black
13285,yes,yes
13287,white,white
13290,pink,pink
13291,its a bright red,red
13292,navy,navy
13293,it is a rectangular shape,rectangular
13294,black,black
13296,brown,brown
13299,yellow,yellow
13302,white,white
13303,orange,orange
13304,black,black
13305,yes,yes
13306,yes,yes
13307,black,black
13309,the flatware is silver,silver
13310,square,square
13312,yes,yes
13315,yes,yes
13317,yes,yes
13318,white,white
13319,white,white
13321,black,black
13322,black,black
13323,white,white
13325,black,black
13327,yes,yes
13329,black,black
13333,yes,yes
13334,white,white
13336,yes,yes
13338,yes,yes
13340,white,white
13341,yellow gold,gold
13343,white,white
13344,black,black
13345,black,black
13347,black,black
13349,black,black
13350,black,black
13351,yes,yes
13352,black,black
13353,black,black
13354,white,white
13357,black,black
13358,white,white
13359,yes,yes
13360,yes,yes
13363,yes,yes
13365,its a dark red,red
13366,the liquid is blue,blue
13367,black,black
13368,gold,gold
13371,yes,yes
13372,yes,yes
13373,yes,yes
13375,black,black
13376,yes,yes
13377,they are round,round
13378,blue,blue
13381,yes,yes
13383,black,black
13387,black,black
13388,yes,yes
13390,dark brown,brown
13391,green,green
13392,black,black
13393,black,black
13396,yes,yes
13398,blue,blue
13400,white,white
13401,wood,wood
13402,the boxes are square with handles on the sides,square
13405,silver,silver
13407,they are brown,brown
13408,black,black
13411,the color of the poultry is white,white
13414,black,black
13417,red,red
13418,its yellow,yellow
13419,gray,gray
13421,blue,blue
13424,white,white
13425,yes,yes
13426,purple,purple
13428,white,white
13430,white,white
13431,white,white
13433,black,black
13435,its pink,pink
13436,black,black
13437,black,black
13438,white,white
13439,the pattern is a leopard print,leopard
13441,yes,yes
13442,black,black
13443,black,black
13444,white,white
13445,red,red
13447,black,black
13448,blue,blue
13449,yellow,yellow
13453,yes,yes
13454,its a light green,green
13455,black,black
13456,black,black
13458,yes,yes
13460,black,black
13462,silver,silver
13463,amazonbasics white labels,white
13465,round,round
13467,black,black
13468,the zipper,zipper
13469,blue,blue
13470,yes,yes
13471,green,green
13472,green,green
13474,chicken tenders,chicken
13475,yes,yes
13478,its yellow gold,gold
13479,yes,yes
13480,brown,brown
13481,ground coffee,ground
13482,yes,yes
13483,white,white
13484,black,black
13485,green,green
13486,it is a star,star
13487,the bottle is white,white
13491,yes,yes
13492,yes,yes
13493,chicken wings,wings
13497,yes,yes
13499,its a circle,circle
13502,black,black
13503,black,black
13504,black,black
13505,white,white
13506,yes,yes
13508,black,black
13510,yes,yes
13511,white,white
13512,black,black
13513,clear,clear
13514,pink,pink
13515,round,round
13516,yes,yes
13517,silver,silver
13519,black,black
13521,white,white
13522,black,black
13523,yes,yes
13524,black,black
13526,yes,yes
13527,black,black
13528,pink,pink
13529,yes,yes
13530,black,black
13533,yes,yes
13535,brown,brown
13537,black,black
13538,blue,blue
13539,white,white
13541,grey,grey
13542,yes,yes
13545,yes,yes
13546,black,black
13547,yes,yes
13548,yes,yes
13551,black,black
13552,blue,blue
13553,yes,yes
13554,red,red
13556,yes,yes
13557,red wine vinegar,red
13559,yellow and white,white
13560,silver,silver
13563,blue,blue
13564,white,white
13566,white,white
13568,lavender,lavender
13570,theyre all white,white
13572,yes,yes
13574,yes,yes
13576,white,white
13577,yes,yes
13578,black,black
13581,yes,yes
13582,blue,blue
13583,yes,yes
13584,white,white
13586,happy bell delux mixed nuts,nuts
13587,white,white
13588,yes,yes
13589,yes,yes
13593,its a round clock,round
13595,black,black
13596,yes,yes
13601,yes,yes
13605,pink,pink
13606,yes,yes
13607,yes,yes
13610,white,white
13612,blue,blue
13613,yes,yes
13614,yes,yes
13615,they are all white,white
13616,yes,yes
13618,white,white
13619,black,black
13620,yes,yes
13621,yes,yes
13623,yes,yes
13624,blue,blue
13625,square,square
13626,white,white
13628,yes,yes
13629,black,black
13631,black,black
13632,red,red
13633,yes,yes
13634,yes,yes
13636,yes,yes
13638,its a square,square
13639,yes,yes
13640,green,green
13641,black,black
13642,black,black
13643,yes,yes
13644,glass,glass
13645,black,black
13646,white,white
13649,its a white bottle with a picture of a,white
13652,the shape of the overall artwork is square,square
13655,yes,yes
13656,yes,yes
13660,they are round,round
13661,green,green
13662,black,black
13665,this is a round hole for a bolt,round
13666,black,black
13667,white,white
13669,plastic,plastic
13670,its a square,square
13674,black,black
13675,yes,yes
13677,yellow,yellow
13682,the sandal is made of leather,leather
13683,yes,yes
13685,black,black
13686,brown,brown
13688,black,black
13689,black,black
13690,yellow,yellow
13691,yes,yes
13695,black,black
13696,the seats are square,square
13697,red,red
13701,the pendant is a round blue topaz,round
13703,blue,blue
13704,white,white
13705,red,red
13707,black,black
13709,the color of the blanket is blue,blue
13710,beige,beige
13711,white,white
13712,it is a clear bottle,clear
13713,black and white plaid,plaid
13715,yes,yes
13717,black,black
13719,they are white,white
13722,yes,yes
13724,black,black
13725,yes,yes
13726,yes,yes
13727,yes,yes
13729,black,black
13730,yes,yes
13731,black,black
13732,yes,yes
13734,yes,yes
13735,black,black
13736,white,white
13737,yes,yes
13738,green,green
13742,white,white
13743,brown,brown
13744,rectangle,rectangle
13746,black,black
13750,purple,purple
13751,black,black
13752,they are white,white
13754,yes,yes
13755,blue,blue
13756,yes,yes
13758,green,green
13760,its a square,square
13762,yes,yes
13763,yes,yes
13764,yes,yes
13765,white,white
13766,the pendant is a cross,cross
13767,black,black
13768,black,black
13770,wood,wood
13772,white,white
13773,red,red
13777,its pink,pink
13778,black,black
13779,black,black
13781,a cow,cow
13782,silver,silver
13784,yes,yes
13785,black,black
13786,white,white
13788,black,black
13789,black,black
13790,black,black
13791,yes,yes
13792,black,black
13793,black,black
13795,yes,yes
13796,square,square
13797,yes,yes
13798,a pumpkin,pumpkin
13799,white,white
13800,white,white
13804,black,black
13805,black,black
13808,white,white
13809,round,round
13810,black,black
13813,gold,gold
13814,red,red
13815,black,black
13817,its gray,gray
13819,black,black
13820,black,black
13821,yes,yes
13822,orange,orange
13823,blue,blue
13825,the pattern is a snake skin print,snake
13827,black,black
13830,white,white
13832,the liner is a rectangle,rectangle
13835,its a rectangle,rectangle
13836,black,black
13838,yes,yes
13839,black,black
13841,black,black
13843,yes,yes
13844,yes,yes
13845,brown,brown
13846,yes,yes
13847,yes,yes
13849,black,black
13850,dark brown,brown
13851,blue,blue
13852,yes,yes
13853,white,white
13855,green,green
13856,black,black
13857,yes,yes
13858,yes,yes
13859,white,white
13864,black,black
13866,it is a round face,round
13867,white,white
13868,black,black
13870,yes,yes
13871,white,white
13876,yes,yes
13877,black,black
13878,white,white
13879,yes,yes
13880,yes,yes
13882,black,black
13883,black,black
13884,yes,yes
13885,yes,yes
13886,white,white
13887,yes,yes
13888,yes,yes
13890,black,black
13892,gray,gray
13893,black,black
13896,white,white
13897,black,black
13898,yes,yes
13900,black,black
13901,black,black
13903,it is olive green,olive
13904,white,white
13905,solid wood,wood
13906,yes,yes
13908,yes,yes
13910,heart,heart
13911,yes,yes
13915,yes,yes
13919,yes,yes
13920,black,black
13923,white,white
13924,they are red,red
13925,white,white
13926,green,green
13928,yes,yes
13930,yes,yes
13931,brown,brown
13932,black,black
13933,yes,yes
13935,round,round
13937,blue,blue
13938,yes,yes
13939,black,black
13940,yes,yes
13941,green,green
13944,black,black
13945,yellow,yellow
13946,black,black
13947,black,black
13949,sweet salty kettle corn,corn
13950,black,black
13951,black,black
13953,black,black
13954,black,black
13955,yes,yes
13957,white,white
13959,black,black
13960,green,green
13961,yes,yes
13962,yes,yes
13964,black,black
13965,yes,yes
13966,red,red
13967,yes,yes
13968,black,black
13969,round,round
13970,yes,yes
13971,yes,yes
13972,yes,yes
13974,yes,yes
13976,yes,yes
13977,black,black
13978,yes,yes
13979,the clock is round,round
13980,black,black
13981,yes,yes
13982,white,white
13984,yes,yes
13987,yes,yes
13989,yes,yes
13991,yes,yes
